pairs,2008-10-01,2008-10-15,2008-10-29,2008-11-12,2008-11-26,2008-12-10,2008-12-24,2009-01-07,2009-01-21,2009-02-04,2009-02-18,2009-03-04,2009-03-18,2009-04-01,2009-04-15,2009-04-29,2009-05-13,2009-05-27,2009-06-10,2009-06-24,2009-07-08
49-26,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5
49-32,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5
49-34,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5
49-40,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
49-44,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
49-47,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
49-48,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5
49-6,TYPE5,TYPE5,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
49-62,TYPE5,TYPE5,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5
49-65,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
49-72,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
49-74,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5
49-75,,,,,,,,,,,,,,,,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
49-81,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
49-82,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5
49-84,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5
5-1,,,,,,,,,,,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
5-10,,,,,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
5-14,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
5-16,,,,,,,,,,,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
5-17,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE2,TYPE2,TYPE2,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
5-18,,,,,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
5-19,,,,,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
5-2,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
5-20,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5
5-21,,,,,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
5-22,,,,,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
5-23,,,,,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
5-28,,,,,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
5-29,,,,,,,,,,,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
5-3,,,,,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
5-30,,,,,,,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5
5-32,,,,,,,,,,,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
5-35,TYPE4,TYPE4,TYPE2,TYPE2,TYPE2,TYPE2,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5
5-36,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5
5-37,,,,,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
5-38,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
5-39,,,,,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
5-4,,,,,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
5-40,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
5-41,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
5-42,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5
5-43,,,TYPE4,TYPE4,TYPE4,TYPE4,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
5-44,,,,,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
5-45,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
5-46,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE2,TYPE2,TYPE2,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
5-47,,,,,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
5-50,,,,,,,,,,,,,,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
5-52,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
5-54,TYPE4,TYPE4,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
5-56,,,,,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
5-57,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
5-59,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5
5-6,,,,,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
5-62,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
5-63,,,,,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
5-65,,,,,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
5-66,TYPE4,TYPE4,TYPE2,TYPE2,TYPE2,TYPE2,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
5-68,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
5-69,TYPE4,TYPE4,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
5-70,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
5-71,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
5-73,,,,,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
5-76,,,,,,,,,,,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
5-77,,,,,,,,,,,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
5-78,,,,,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
5-79,,,,,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
5-8,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
5-80,,,,,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
5-81,,,,,,,,,,,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
5-83,,,,,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
5-84,,,,,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
5-9,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
50-1,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
50-10,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
50-11,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
50-13,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
50-14,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3
50-16,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
50-17,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
50-18,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
50-19,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
50-2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
50-20,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
50-21,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
50-22,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
50-23,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
50-24,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
50-25,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
50-26,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
50-27,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
50-28,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
50-29,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
50-3,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
50-30,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
50-31,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
50-32,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
50-33,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
50-34,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
50-35,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
50-36,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
50-37,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
50-38,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
50-39,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3
50-4,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
50-40,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
50-41,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
50-42,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3
50-43,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
50-44,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
50-45,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
50-46,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3
50-47,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
50-48,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
50-49,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
50-5,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
50-51,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
